0,1,2,3
(단위: 원),,,
금융기관,체결 내역,회전한도액,실행잔액
국민은행,구매론,"30,000,000,000","11,494,859,085"
BC카드,구매전용카드,"50,000,000,000","24,561,469,460"
농협은행,외상매출금담보대출,"1,000,000,000",-
