0,1,2,3,4
(단위: 원),,,,
구  분,기초금액,감가상각,기타증감,장부금액
토  지,"31,366,175,305",-,"468,188,386","31,834,363,691"
건  물,"69,608,433,103","(3,686,824,937)","2,148,824,848","68,070,433,014"
합  계,"100,974,608,408","(3,686,824,937)","2,617,013,234","99,904,796,705"
