0,1,2
(단위: 원),,
구   분,당기말,전기말
확정급여채무의 현재가치,"13,953,252,297","15,540,240,836"
사외적립자산의 공정가치,"(14,070,929,207)","(16,440,510,490)"
합계,"(117,676,910)","(900,269,654)"
