0,1,2,3,4,5
(단위: 원),,,,,
기업명,기초,취득,분배,지분법손익,기말
<관계기업>,,,,,
"KTBN 방송영상콘텐츠 전문투
자조합","1,550,981,948",-,"(1,703,107,091)","1,171,152,076","1,019,026,933"
화이-코바코 콘텐츠 투자조합,"2,102,601,411",-,"(1,750,000,000)","1,613,567,403","1,966,168,814"
"KTBN 미래콘텐츠일자리창출 
투자조합","5,268,551,173",-,-,"201,633,978","5,470,185,151"
합  계,"8,922,134,532",-,"(3,453,107,091)","2,986,353,457","8,455,380,898"
