0,1
(단위: 원),
금융부채,상각후원가측정금융부채
매입채무와기타채무,"203,617,786,662"
비유동성금융부채,"199,407,210"
장기매입채무와기타채무,"12,861,568,933"
합  계,"216,678,762,805"
