0,1,2
(단위: 원),,
구   분,당  기,전  기
법인세부담액,"27,555,353",-
이연법인세비용,,
일시적차이의 발생 및 소멸로 인한 금액 등,-,-
자본에 직접가감하는 금액,-,-
법인세비용 계,"27,555,353",-
