0,1,2
(단위: 원),,
구   분,당   기,전   기
기초금액,"834,040,882","643,826,645"
당기변동,"(518,270,933)","240,777,515"
법인세효과,-,"(50,563,278)"
기말금액,"315,769,949","834,040,882"
