0,1,2
(단위: 원),,
구   분,당   기,전   기
이자수익,"5,754,284,471","6,138,837,266"
배당금수익,"53,825,271","101,860,579"
금융자산처분이익,-,"4,227,714,855"
당기손익-공정가치측정금융자산 평가이익,"2,635,182,505","930,319,447"
합  계,"8,443,292,247","11,398,732,147"
