0,1,2,3
(단위: 원),,,
금융자산,"당기손익-공정가치
측정금융자산","기타포괄손익-공정가치
측정금융자산","상각후원가측정
금융자산"
현금및현금성자산,-,-,"18,134,083,040"
당기손익-공정가치측정금융자산(유동),"14,284,640,903",-,-
기타포괄손익-공정가치측정금융자산(유동),-,-,-
유동상각후원가측정금융자산,-,-,-
매출채권및기타채권,-,-,"108,658,878,256"
당기손익-공정가치측정금융자산(비유동),"76,017,832,177",-,-
기타포괄손익-공정가치측정금융자산(비유동),-,"72,291,438,000",-
비유동상각후원가측정금융자산,-,-,"10,041,711,355"
장기대여금,-,-,"147,278,294"
장기매출채권및기타채권,-,-,"1,322,521,142"
합  계,"90,302,473,080","72,291,438,000","138,304,472,087"
