0,1,2
(단위: 원),,
구   분,당기말,전기말
기초금액,"(3,072,282,729)","(9,460,457,844)"
기타포괄손익-공정가치 측정금융자산 평가이익(손실),"3,242,315,543","6,388,175,115"
법인세효과,-,-
기말금액,"170,032,814","(3,072,282,729)"
