0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선급비용,"86,862,862","11,882,964","141,795,969","26,576,785"
기타,"153,345,801",-,"98,010,532",-
합   계,"240,208,663","11,882,964","239,806,501","26,576,785"
