0,1,2
(단위: 원),,
구   분,당기말,전기말
확정급여채무의 현재가치,"12,874,463,518","14,411,226,846"
사외적립자산의 공정가치,"(13,015,430,868)","(15,460,204,125)"
합계,"(140,967,350)","(1,048,977,279)"
