0,1,2,3,4,5
(단위: 원),,,,,
구  분,기초금액,취득/자본적지출,처분,상각,장부금액
컴퓨터소프트웨어,"347,628,874","414,740,000",-,"(166,530,051)","595,838,823"
컴퓨터소프트웨어(기금),"55,704,350",-,-,"(21,562,200)","34,142,150"
정부보조금(기금),"(55,704,350)",-,-,"21,562,200","(34,142,150)"
기타무형자산(*1),"883,620,592","2,150,908","(112,000,000)","(5,395,984)","768,375,516"
합  계,"1,231,249,466","416,890,908","(112,000,000)","(171,926,035)","1,364,214,339"
