0,1,2
(단위: 원),,
구     분,당   기,전   기
기초금액,"282,162,828","185,080,582"
증      가,"166,511,197","165,306,654"
이자비용,"31,068,362","3,751,852"
감      소,"(123,946,380)","(71,976,260)"
기말금액,"355,796,007","282,162,828"
