0,1,2
(단위: 원),,
구   분,당   기,전   기
현금및현금성자산,"193,090,395","31,529,188"
단기금융상품,"16,013,766","1,425,000"
매출채권및기타채권,"144,969",-
당기손익-공정가치측정금융자산,"1,197,530,488","721,749,281"
기타포괄손익-공정가치측정금융자산,"3,311,393,424","3,459,623,559"
상각후원가측정금융자산,"1,400,581,085","1,585,446,987"
기타금융자산,"20,083,139","6,012,087"
합   계,"6,138,837,266","5,805,786,102"
