0,1,2,3
(단위: 원),,,
종목명,취득원가,장부가액,공정가치
조건부자본증권,"77,773,750,357","74,176,766,000","74,176,766,000"
합  계,"77,773,750,357","74,176,766,000","74,176,766,000"
