0,1,2
(단위: 원),,
구   분,당기말,전기말
보통예금,"43,429,296,521","31,638,171,045"
정부보조금(기금),"(66,721,134)","(75,550,270)"
수탁사업자금,"(26,302,658)","(116,717,517)"
합   계,"43,336,272,729","31,445,903,258"
