0,1,2
(단위: 원),,
구    분,당    기,전    기
기    초,"5,000,000,000","5,000,000,000"
증    가,"3,750,000,000","5,565,328,080"
감    소,"(4,250,000,000)","(5,565,328,080)"
기    말,"4,500,000,000","5,000,000,000"
