0,1,2
(단위: 원),,
구 분,당   기,전   기
유형자산의 투자부동산대체,"2,617,013,234","1,873,133,556"
공정가치측정금융자산의 유동성대체,-,"5,178,033,137"
사용권자산의리스부채계상(제거),"4,064,037","(91,855,688)"
