0,1,2,3,4
(단위: 원),,,,
구  분,당기말,,전기말,
,유동,비유동,유동,비유동
매출채권,"106,649,617,987",-,"146,528,652,799",-
미수금,"1,568,066,458",-,"1,491,660,663",-
미수수익,"441,193,811",-,"901,015,239",-
장기보증금,-,"1,338,641,880",-,"1,494,225,880"
현재가치할인차금,-,"(16,120,738)",-,"(23,389,650)"
합   계,"108,658,878,256","1,322,521,142","148,921,328,701","1,470,836,230"
