0,1,2
(단위: 원),,
구   분,당기말,전기말
확정급여채무의 현재가치,"15,540,240,836","15,744,739,232"
사외적립자산의 공정가치,"(16,440,510,490)","(17,154,727,293)"
합계,"(900,269,654)","(1,409,988,061)"
