0,1,2
(단위: 원),,
구   분,당   기,전   기
유형자산의 투자부동산대체,"1,873,133,556","2,636,998,353"
공정가치측정금융자산의 유동성대체,"5,178,033,137","3,666,635,387"
상각후원가측정금융자산의 유동성대체,-,"10,012,360,575"
사용권자산의리스부채계상(제거),"(91,855,688)","(172,153,571)"
