0,1,2,3
(단위: 원),,,
구   분,,당기,전기
당기손익,당기근무원가,"1,938,303,730","1,832,662,049"
인식,이자비용,"(41,242,304)","(40,876,227)"
,이자원가,"464,125,899","558,283,651"
,사외적립자산의 이자수익,"(505,368,203)","(599,159,878)"
,소 계,"1,897,061,426","1,791,785,822"
기타포괄손실(이익),,"(813,121,778)","(518,270,933)"
합 계,,"1,083,939,648","1,273,514,889"
