0,1,2,3,4
(단위: 원),,,,
주요 고객,당   기,,전   기,
,매출,비중,매출,비중
한국방송공사,"26,519,018,457",22.92%,"31,051,641,528",26.04%
(주)문화방송,"32,833,297,364",28.37%,"32,184,941,624",27.00%
합   계,"59,352,315,821",51.29%,"63,236,583,152",53.04%
