0,1,2,3,4
(단위: 원),,,,
구   분,당기말,,전기말,
,유동,비유동,유동,비유동
선수금,"6,506,303,183",-,"9,008,976,895",-
선수수익,-,"251,518,678",-,"252,040,185"
예수금,"417,266,056",-,"374,943,521",-
기타,"351,437,428",-,"516,429,326",-
합   계,"7,275,006,667","251,518,678","9,900,349,742","252,040,185"
