0,1,2
(단위: 원),,
구     분,당   기,전   기
사용권자산 감가상각비,"188,532,126","134,364,984"
리스부채에 대한 이자비용,"16,044,123","31,068,362"
인식면제 규정을 적용한 단기리스 관련 비용,"76,650,000","102,050,000"
인식면제 규정을 적용한 소액자산 리스 관련 비용,"46,490,117","57,018,469"
손익계산서에 인식된 총액,"327,716,366","324,501,815"
